name,description,category,brand,product_details,average_rating,reviews_count,price
Heirloom Quality Krishna Arjuna Battle Relief Bali,"Discover this authentic Dragon Door Knocker, handcrafted in Mas Village, Bali, Indonesia using traditional Balinese techniques. The Coconut Shell construction ensures durability and beauty. A wonderful addition to any home or a thoughtful gift for loved ones.",Wood Carving & Sculpture,GianyarBoutique,"Wood, Carving, BatchArtistry, OrganicBali",4.83,245,120.0
Museum Grade Mahabharata War Scene Panel Artisan Made,"This Floral Relief is a masterpiece of Tegallalang, Bali, Indonesia heritage. Made from ethically sourced Teak Wood, it reflects centuries of Balinese craft tradition. Perfect for collectors and cultural art enthusiasts. Packaged with care from our Bali workshop.",Wood Carving & Sculpture,CelukHandmade,"Wood, Carving, BatchArtistry, BaliHandcraft",4.67,51,650.0
Hand Carved Winged Lion Singa Carving Hand Crafted,"Discover this vintage Wayang Figure, handcrafted in Batubulan, Bali, Indonesia using traditional Balinese techniques. The Cempaka Wood construction ensures durability and beauty. A wonderful addition to any home or a thoughtful gift for loved ones.",Wood Carving & Sculpture,KutaArtisan,"Wood, Carving, SilverJewelry, IndonesianCraft",4.48,152,270.0
Artisan Ganesh Dancing Form Sculpture Artisan Made,"luxury Buddha Relief Panel from Tegallalang, Bali, Indonesia. Crafted using Suar Wood by skilled Balinese artisans. Each piece carries the authentic spirit of Balinese culture. Ideal for home decoration, gifts, or spiritual practice. Ships directly from Bali with international tracking.",Wood Carving & Sculpture,BaliHeritage,"Wood, Carving, TraditionalCraft, BalineseMask",4.42,447,245.0
Traditional Sea Turtle Wood Mobile Traditional,"rustic Floral Relief from Tegallalang, Bali, Indonesia. Crafted using Coconut Shell by skilled Balinese artisans. Each piece carries the authentic spirit of Balinese culture. Ideal for home decoration, gifts, or spiritual practice. Ships directly from Bali with international tracking.",Wood Carving & Sculpture,SeminyakStudio,"Wood, Carving, UbudArt, GianyarCraft",4.62,325,170.0
Antique Style Eagle Garuda Head Wall Mount Artisan Made,"Bring the spirit of Bali into your home with this Dragon Door Knocker. Sourced from Batubulan, Bali, Indonesia and crafted with Coconut Shell, this piece embodies eco-conscious artisanship. Great for boho, tropical, or minimalist interior styles.",Wood Carving & Sculpture,NusaWorkshop,"Wood, Carving, RattanBag, HandmadeBali",4.44,67,540.0
Heirloom Quality Sun Moon Star Carved Plaque Balinese Style,"Discover this premium Dragon Door Knocker, handcrafted in Mas Village, Bali, Indonesia using traditional Balinese techniques. The Teak Wood construction ensures durability and beauty. A wonderful addition to any home or a thoughtful gift for loved ones.",Wood Carving & Sculpture,KutaArtisan,"Wood, Carving, IncenseBali, ArtisanMade",4.43,120,650.0
Museum Grade Infinity Knot Wood Sculpture Balinese Style,"exquisite Barong Mask — A true representation of Balinese artistry. Using Suar Wood sourced from local villages, our artisans in Mas Village, Bali, Indonesia pour generations of knowledge into every piece. Comes with a certificate of authenticity.",Wood Carving & Sculpture,GianyarCraftHouse,"Wood, Carving, HandmadeBali, GianyarCraft",4.98,432,135.0
Hand Carved Tree Roots Nature Relief Bali,"Bring the spirit of Bali into your home with this Dragon Door Knocker. Sourced from Batubulan, Bali, Indonesia and crafted with Suar Wood, this piece embodies eco-conscious artisanship. Great for boho, tropical, or minimalist interior styles.",Wood Carving & Sculpture,SanurCraft,"Wood, Carving, RattanBag, NaturalMaterial",4.5,265,215.0
Artisan Balinese Calendar Wheel Carving,"artisan Barong Mask — A true representation of Balinese artistry. Using Waru Wood sourced from local villages, our artisans in Tegallalang, Bali, Indonesia pour generations of knowledge into every piece. Comes with a certificate of authenticity.",Wood Carving & Sculpture,UbudHandmade,"Wood, Carving, TraditionalCraft, GianyarCraft",4.76,149,515.0
Traditional Garuda Vishnu Hand Carved Teak Panel Artisan Made,"exquisite Floral Relief — A true representation of Balinese artistry. Using Cempaka Wood sourced from local villages, our artisans in Tegallalang, Bali, Indonesia pour generations of knowledge into every piece. Comes with a certificate of authenticity.",Wood Carving & Sculpture,SukawatiDesign,"Wood, Carving, IncenseBali, CelukSilver",4.74,395,395.0
Antique Style Barong Lion Relief Wall Art Traditional,"This Floral Relief is a masterpiece of Tegallalang, Bali, Indonesia heritage. Made from ethically sourced Suar Wood, it reflects centuries of Balinese craft tradition. Perfect for collectors and cultural art enthusiasts. Packaged with care from our Bali workshop.",Wood Carving & Sculpture,CelukWorkshop,"Wood, Carving, BalineseJewelry, BatchArtistry",4.57,27,185.0
Heirloom Quality Lotus Mandala Carved Wood Panel from Ubud,"elegant Floral Relief — A true representation of Balinese artistry. Using Teak Wood sourced from local villages, our artisans in Batubulan, Bali, Indonesia pour generations of knowledge into every piece. Comes with a certificate of authenticity.",Wood Carving & Sculpture,BaliDesign,"Wood, Carving, HomeDecorationBali, RattanBag",4.67,69,345.0
Museum Grade Legong Dancer Suar Wood Figurine Indonesia,"unique Lotus Flower Carving — A true representation of Balinese artistry. Using Ebony Wood sourced from local villages, our artisans in Tegallalang, Bali, Indonesia pour generations of knowledge into every piece. Comes with a certificate of authenticity.",Wood Carving & Sculpture,BaliCraft,"Wood, Carving, SilverJewelry, GianyarCraft",4.71,214,535.0
Hand Carved Ganesha Elephant Deity Sculpture Traditional,"Discover this handwoven Barong Mask, handcrafted in Tegallalang, Bali, Indonesia using traditional Balinese techniques. The Waru Wood construction ensures durability and beauty. A wonderful addition to any home or a thoughtful gift for loved ones.",Wood Carving & Sculpture,SukawatiCreativeHouse,"Wood, Carving, TraditionalCraft, CeramicBali",4.32,441,170.0
Artisan Dragon Naga Carved Relief Artisan Made,"vintage Wayang Figure — A true representation of Balinese artistry. Using Teak Wood sourced from local villages, our artisans in Batubulan, Bali, Indonesia pour generations of knowledge into every piece. Comes with a certificate of authenticity.",Wood Carving & Sculpture,SeminyakHeritage,"Wood, Carving, IncenseBali, OrganicBali",4.14,328,405.0
Traditional Dewi Sri Rice Goddess Carving Balinese Style,"handcrafted Dragon Door Knocker — A true representation of Balinese artistry. Using Cempaka Wood sourced from local villages, our artisans in Tegallalang, Bali, Indonesia pour generations of knowledge into every piece. Comes with a certificate of authenticity.",Wood Carving & Sculpture,SanurHeritage,"Wood, Carving, SilverJewelry, HomeDecorationBali",4.41,467,565.0
Antique Style Buddha Meditation Relief Panel from Mas,"Discover this rare Lotus Flower Carving, handcrafted in Mas Village, Bali, Indonesia using traditional Balinese techniques. The Coconut Shell construction ensures durability and beauty. A wonderful addition to any home or a thoughtful gift for loved ones.",Wood Carving & Sculpture,SanurWorkshop,"Wood, Carving, BohoStyle, HomeDecorationBali",4.66,276,310.0
Heirloom Quality Twin Frog Garden Sculpture,"This Ganesha Statue is a masterpiece of Batubulan, Bali, Indonesia heritage. Made from ethically sourced Ebony Wood, it reflects centuries of Balinese craft tradition. Perfect for collectors and cultural art enthusiasts. Packaged with care from our Bali workshop.",Wood Carving & Sculpture,SukawatiBoutique,"Wood, Carving, EcoFriendly, CeramicBali",4.83,259,200.0
Museum Grade Mermaid Goddess Wall Carving,"Discover this luxury Dragon Door Knocker, handcrafted in Tegallalang, Bali, Indonesia using traditional Balinese techniques. The Waru Wood construction ensures durability and beauty. A wonderful addition to any home or a thoughtful gift for loved ones.",Wood Carving & Sculpture,BaliCraft,"Wood, Carving, IslandArt, BalineseMask",4.81,466,420.0
Hand Carved Rangda Demon Wood Sculpture Hand Crafted,"handcrafted Ganesha Statue — A true representation of Balinese artistry. Using Teak Wood sourced from local villages, our artisans in Batubulan, Bali, Indonesia pour generations of knowledge into every piece. Comes with a certificate of authenticity.",Wood Carving & Sculpture,GianyarDesign,"Wood, Carving, BohoStyle, BatchArtistry",4.47,358,225.0
Artisan Balinese Village Scene Panel,"traditional Garuda Panel — A true representation of Balinese artistry. Using Suar Wood sourced from local villages, our artisans in Batubulan, Bali, Indonesia pour generations of knowledge into every piece. Comes with a certificate of authenticity.",Wood Carving & Sculpture,SukawatiBoutique,"Wood, Carving, CelukSilver, SilverJewelry",4.11,188,650.0
Traditional Hanuman Monkey God Wood Art Bali,"authentic Garuda Panel — A true representation of Balinese artistry. Using Cempaka Wood sourced from local villages, our artisans in Tegallalang, Bali, Indonesia pour generations of knowledge into every piece. Comes with a certificate of authenticity.",Wood Carving & Sculpture,KlungkungArtisan,"Wood, Carving, BalineseMask, ArtisanMade",4.41,471,160.0
Antique Style Kecak Dance Relief Panel from Tegallalang,"This Floral Relief is a masterpiece of Tegallalang, Bali, Indonesia heritage. Made from ethically sourced Teak Wood, it reflects centuries of Balinese craft tradition. Perfect for collectors and cultural art enthusiasts. Packaged with care from our Bali workshop.",Wood Carving & Sculpture,GianyarDesign,"Wood, Carving, CeramicBali, BohoStyle",4.76,322,360.0
Heirloom Quality Peacock Feather Wood Wall Hanging Hand Crafted,"unique Ganesha Statue from Batubulan, Bali, Indonesia. Crafted using Teak Wood by skilled Balinese artisans. Each piece carries the authentic spirit of Balinese culture. Ideal for home decoration, gifts, or spiritual practice. Ships directly from Bali with international tracking.",Wood Carving & Sculpture,MasCraft,"Wood, Carving, HandmadeBali, IslandArt",4.28,379,650.0
Museum Grade Rice Terrace Scenic Wood Panel Hand Crafted,"vintage Garuda Panel — A true representation of Balinese artistry. Using Coconut Shell sourced from local villages, our artisans in Mas Village, Bali, Indonesia pour generations of knowledge into every piece. Comes with a certificate of authenticity.",Wood Carving & Sculpture,CelukCraft,"Wood, Carving, IndonesianCraft, UbudArt",5.0,453,225.0
Hand Carved Tropical Jungle Flora Carving Bali,"Discover this premium Garuda Panel, handcrafted in Batubulan, Bali, Indonesia using traditional Balinese techniques. The Ebony Wood construction ensures durability and beauty. A wonderful addition to any home or a thoughtful gift for loved ones.",Wood Carving & Sculpture,UbudDesign,"Wood, Carving, CelukSilver, HandmadeBali",4.86,416,140.0
Artisan Rama Sita Story Relief,"This Barong Mask is a masterpiece of Mas Village, Bali, Indonesia heritage. Made from ethically sourced Suar Wood, it reflects centuries of Balinese craft tradition. Perfect for collectors and cultural art enthusiasts. Packaged with care from our Bali workshop.",Wood Carving & Sculpture,MasHeritage,"Wood, Carving, NaturalMaterial, IncenseBali",4.91,12,150.0
Traditional Barong Spirit Protector Mask Wall Balinese Style,"Discover this luxury Barong Mask, handcrafted in Batubulan, Bali, Indonesia using traditional Balinese techniques. The Ebony Wood construction ensures durability and beauty. A wonderful addition to any home or a thoughtful gift for loved ones.",Wood Carving & Sculpture,UbudHandmade,"Wood, Carving, BalineseMask, BatchArtistry",4.16,60,175.0
Antique Style Sacred Tree of Life Carving Indonesia,"Bring the spirit of Bali into your home with this Floral Relief. Sourced from Tegallalang, Bali, Indonesia and crafted with Waru Wood, this piece embodies eco-conscious artisanship. Great for boho, tropical, or minimalist interior styles.",Wood Carving & Sculpture,UbudBoutique,"Wood, Carving, IncenseBali, TraditionalCraft",4.87,330,215.0
Heirloom Quality Naga Serpent Dragon Plaque Hand Crafted,"rustic Garuda Panel from Batubulan, Bali, Indonesia. Crafted using Teak Wood by skilled Balinese artisans. Each piece carries the authentic spirit of Balinese culture. Ideal for home decoration, gifts, or spiritual practice. Ships directly from Bali with international tracking.",Wood Carving & Sculpture,GianyarCraft,"Wood, Carving, RattanBag, OrganicBali",4.68,64,310.0
Museum Grade Balinese Farmer Figurine Suar Wood Bali,"elegant Ganesha Statue — A true representation of Balinese artistry. Using Waru Wood sourced from local villages, our artisans in Mas Village, Bali, Indonesia pour generations of knowledge into every piece. Comes with a certificate of authenticity.",Wood Carving & Sculpture,GianyarArtisan,"Wood, Carving, BohoStyle, IncenseBali",4.91,458,315.0
Hand Carved Offering Lady Wood Bust Sculpture,"Bring the spirit of Bali into your home with this Barong Mask. Sourced from Batubulan, Bali, Indonesia and crafted with Teak Wood, this piece embodies eco-conscious artisanship. Great for boho, tropical, or minimalist interior styles.",Wood Carving & Sculpture,KlungkungStudio,"Wood, Carving, BaliHandcraft, BalineseMask",4.24,116,445.0
Artisan Temple Guardian Dvarapala Carving Artisan Made,"custom Dragon Door Knocker from Batubulan, Bali, Indonesia. Crafted using Suar Wood by skilled Balinese artisans. Each piece carries the authentic spirit of Balinese culture. Ideal for home decoration, gifts, or spiritual practice. Ships directly from Bali with international tracking.",Wood Carving & Sculpture,SeminyakArtisan,"Wood, Carving, BohoStyle, IncenseBali",4.2,208,390.0
